	741- agente estrada de ferro 							
	742- condutor chefe trem							
 	743-  maquinista de trem	 	 	 	 	 	 	 
 	744- foguista de trem	 	 	 	 	 	 	 
 	745- guarda-freios	 	 	 	 	 		 
 	746- manobreiro sinal	 	 	 	 	 	 	 
 	751- motoristas		 	  	 	 	 	 
 	752- trocadores	 	 	 	 	 	 	 
	753- carroceiro trop	 						
	761- inspetor desp transp							
 	762- trab cons ferrovia							 
	771- agente postal e tele							
	772- postalistas							
 	773- telegr radiotel	 	 	 	 			 
 	774- telefonistas	 	 	 	 	 	 	 
 	775- carteiros	 	 	  	  		 	
	776- guarda-fios							
 	777- não identificado	 	 			 	 	
 	801- proprietários	 	 	 	 	 	 	 
	805- empregado doméstico		 	 	 	 	 	 
	811- hotel don pensão							
	812- camareiros							
	813- cozinheiros	 	 		 		 	
 	814- garçons	 	 	 	 			 
	815- atendente de bar							
	821- cabeleireiros							
	822- barbeiros							
	823- maquiladores, etc. 							
	824- manicuro e pedicuro							
 	825- lavadeira e passadeira							
 	826- engraxates	 	 		 	 		
	831- jogador de futebol							
 	832- lutador/atleta	 	 	 	 			
 	833- juiz de esportes	 	 		 		 	
	834- técnico de esportes							
	841- porteiros							
	842- ascensoristas							
	843- vigias							
								
VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
303	Ocupação na semana	61	3		N		373	
 	844- serventes	 	 		 		 	
	845- contínuos							
	851- oficial das forças armadas							
	852- praça da forças armadas							
	853- oficial praças bomb							
 	854- delegado/comiss de polícia 	 	 	 	 		 	
	855- investigador policial							
	856- guarda-civil insp							
	857- carcereiro, etc.							
	858- datiloscopista							
	859- guarda-vigia particular							
	905- não identificado							
	911- aprendizes							
 	912- bilheteiro diverso	 	 	 	 	 	 	 
 	913- bomb exc c bom	 	 	 	 	 	 	 
 	914- capatazes	 	 	 	 	 		 
 	915- dedetizadores	 	 	 	 	 	 	 
 	916- guarda automóveis		 	  	 	 	 	 
 	917- guarda sanitário	 	 	 	 	 	 	 
	918- inspetor fiscais	 						
	919- jardineiro exc lavoura 							
 	920- lixeiros							 
	921- lubrificadores							
	922- operador trat água							
 	923- op máq exc agropecuária	 	 	 	 			 
 	924- trabalhador braçal	 	 	 	 	 	 	 
 	925- trab conservação rodovia	 	 	  	  		 	
	926- outras ocup mal definidas 							
 	927- sem declaração	 	 			 	 	
 	   - não aplicável	 	 	 	 	 	 	 
304	Atividade/ramo do negócio	64	3	 	N	 	177	 
	  2- não identificado							
	  3- não identificado							
	 11- cultura de agave 	 	 		 		 	
 	 12- cultura de algodão	 	 	 	 			 
	 13- cultura de arroz							
	 14- cultura de banana							
	 15- cultura de cacau							
	 16- cultura de café							
	 17- cultura de cana-de-açúcar 							
 	 18- cultura de fumo							
 	 19- cultura de mandioca	 	 		 	 		
	 20- cultura de milho							
 	 21- cultura de soja	 	 	 	 			
 	 22- cultura de trigo	 	 		 		 	
	 23- horticultura/floricultura							
	 24- silvicultura							
	 25- cultura não discriminada							
								
VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
304	Atividade/ramo do negócio	64	3	 	N	 	177	 
	 26- pecuária							
 	 27- avicultura 	 	 		 		 	
	 28- apicultura/sericultura							
	 29- atividade não definida							
	 31- extração da borracha							
	 32- extração de erva-mate							
 	 33- extração de plantas fibr	 	 	 	 		 	
	 34- extração frutos/sementes							
	 35- extração de madeiras							
	 36- produção de carvão vegetal							
	 37- atividade não definida							
	 41- pesca							
	 42- piscicultura							
	 50- extração apar mat com							
 	 51- extração petr gás natural	 	 	 	 	 	 	 
 	 52- extração de carvão vegetal 	 	 	 	 	 	 	 
 	 53- exploração salinas font	 	 	 	 	 		 
 	 54- fais gar min nmet 	 	 	 	 	 	 	 
 	 55- fais gar min met		 	  	 	 	 	 
 	" 56- extração mineral radioati-
     va"	 	 	 	 	 	 	 
	" 57- extração mineral não meta-
     licos"	 						
	 58- extração mineral metálicos							
 	 59- atividade não definida							 
	"100- indústria de transformação
     de mineral não metálico"							
	110- indústria metalúrgicas							
 	120- indústria mecânicas	 	 	 	 			 
 	"130- indústria de material elé-
     trico com"	 	 	 	 	 	 	 
 	"140- indústria de material de
     transporte"	 	 	  	  		 	
	150- indústria da madeira 							
 	151- indústria domic art pal	 	 			 	 	
 	160- indústria de mobiliário	 	 	 	 	 	 	 
	170- indústria de papel/papelão	  	 	 	 	 	 	 
 	180- indústria da borracha							
	190- indústria couros e peles							
	200- indústrias químicas 	 	 		 		 	
 	"201- indústria de produtos   do
     petróleo"	 	 	 	 			 
	"210- indústria da farmácia e da
     veterinária"							
	"220- indústria de perfumaria  e
     sabão ve"							
	"230- indústria    de   produtos 
     plásticos"							
								
VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
304	Atividade/ramo do negócio	64	3	 	N	 	177	 
	240- indústria têxteis							
	241- indústria domic têxteis							
 	250- indústria do vestuário							
 	251- indústria de calçados	 	 		 	 		
	"260- indústria de produtos ali-
     mentícios"							
 	261- não identificado	 	 	 	 			
 	270- indústria de bebidas	 	 		 		 	
	272- não identificado							
	280- indústria do fumo							
	"290- indústria  de editoração e
     gráfica"							
	300- atividade não definida							
 	314- não identificado	 	 		 		 	
	340- indústria da construção							
	"351- produção e distribuição en
     el"							
	"352- produção e distribuição de
     gás canalizado "							
	353- abastecimento de água,etc.							
	"354- limpeza pública e  remoção
     de lixo"							
	400- não identificado							
 	"410- comércio de produtos agro-
     pecuário ex"	 	 	 	 	 	 	 
 	"411- comércio de gêneros   ali-
     mentícios"	 	 	 	 	 	 	 
 	"412- comércio  tecidos  artigos
     de tecidos"	 	 	 	 	 		 
 	413- comércio mov tapec art	 	 	 	 	 	 	 
 	414- comércio de papel impresso		 	  	 	 	 	 
 	415- comércio de ferragens,etc.	 	 	 	 	 	 	 
	416- comércio maq aparel in	 						
	"417- comércio  de  veículos   e
     acessórios"							
 	"418- comércio de produtos  quí-
     micos e farmacêuticos"							 
	"419- comércio de combustíveis e 
     lubrificantes"							
	420- comércio ambulante							
 	421- feiras	 	 	 	 			 
 	422- supermercados	 	 	 	 	 	 	 
 	423- loja de departamentos	 	 	  	  		 	
	424- atividade não definida							
 	430- não identificado		 			 	 	
 	451- bancos, financeiras, etc.  		 	 	 	 	 	 
	"452- caixas econômicas e coope-
     rativas"	  	 	 	 	 	 	 
								
VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
304	Atividade/ramo do negócio	64	3	 	N	 	177	 
 	453- seguros							
	461- adm com inc imóveis 							
	"462- comércio de títulos e  mo-
     edas"	 	 		 		 	
 	463- conc loterias, etc. 	 	 	 	 			 
	464- org cartão de crédito							
	"471- transporte de tração  ani-
     mal"							
	"472- transporte  rodoviário  de
     passageiros"							
	"473- transporte  rodoviário  de
     carga"							
	474- transporte ferroviário							
 	475- transporte marítimo							
 	476- transporte aéreo	 	 		 	 		
	477- atividade não definida							
 	481- serviços postais	 	 	 	 			
 	482- comunicação telefônica	 	 		 		 	
	511- serviço de alojamento							
	512- serviço de alimentação							
	513- não identificado							
	514- não identificado							
	521- serviço reparação elétrica							
	"522- serviço  de  reparação  de
     veículos"							
 	"523- serviço  de  reparação  de
     madeira"	 	 	 	 	 	 	 
 	"524- serviço  de reparação e de
     instalação"	 	 	 	 	 	 	 
 	525- serviço reparação não incl	 	 	 	 	 		 
 	531- serviço de higiene pessoal	 	 	 	 	 	 	 
 	532- serviço de confecção		 	  	 	 	 	 
 	533- serviço pess n inclu	 	 	 	 	 	 	 
	541- serviço cons vestuário 	 						
	"542- serviço  de  limpeza e  de
     conservação"							
 	"543- serviço  de  vigilância  e
     guarda"							 
	"544- serviço domiciliar remune-
     rado"							
	545- serviço domic n inclu							
 	551- serviço div artística	 	 	 	 			 
 	552- serviço de radiodifusão	 	 	 	 	 	 	 
 	571- serviço jurídico	 	 	  	  		 	
	"572- serviço de contabilidade e
     auditoria"							
 	573- serviço de assessoria		 			 	 	
								
								
VARI	NOME	DESDE	TAM	CODI	S	F	CATEG	RENO
304	Atividade/ramo do negócio	64	3	 	N	 	177	 
 	"574- serviço  de  engenharia  e
     arquitetura"		 	 	 	 	 	 
	575- serviço público prop	  	 	 	 	 	 	 
 	576- serviço de tradução							
	577- estudante de pintura							
	"578- serviço técnico profissio-
     nal "	 	 		 		 	
 	581- serviço auxiliar agr pecu	 	 	 	 			 
	582- serviço auxiliar com merc							
	583- serviço de armazenagem 							
	"584- serviço auxiliar comércio
     e indústria"							
	585- serviço auxiliar seguros							
	"586- serviço de transporte  não 
     rodoviário"							
 	"587- serviço auxiliar de trans-
     porte rodoviário"							
 	"588- serviço auxiliar de trans-
     porte marítimo"	 	 		 	 		
	"589- serviço auxiliar toda ati-
     vidade"							
 	610- assistência beneficente	 	 	 	 			
 	611- previdência social pública	 	 		 		 	
	"612- previdência social  parti-
     cular"							
	"613- sindicato associação clas-
     se"							
 	"614- instituto  científico    e   
     tecnológico"	 	 	 	 	 	 	 
 	"615- instituto de  filosofia  e
     cultura"	 	 	 	 	 	 	 
 	616- culto atividade auxiliar	 	 	 	 	 		 
 	617- entidade desp recreativa	 	 	 	 	 	 	 
 	618- organização civ política		 	  	 	 	 	 
 	619- serviço comunitário social	 	 	 	 	 	 	 
	620- não identificado	 						
	621- serviço médico público							
 	622- serviço médico particular							 
	623- serviço odontológico							
	624- serviço de veterinária							
 	631- ensino público	 	 	 	 			 
 	632- ensino particular	 	 	 	 	 	 	 
 	711- poder legislativo	 	 	  	  		 	
	712- justiça atividade auxiliar							
 	"713- serviço  de  administração
     federal"		 			 	 	
 	"714- serviço  de  administração
     estadual"		 	 	 	 	 	 
								
